Id;m_min;m_max;m_mean;m_std;victim;Cat;Label;victim_n
m6051;20.92;22.33;21.62;1.0;No;Institution;m6051;0
m6052;3.7;47.3;21.68;16.28;No;Institution;m6052;0
m6053;0.68;53.87;19.18;17.48;No;Institution;m6053;0
m6054;17.17;17.17;17.17;;No;Institution;m6054;0
m6055;247.87;247.87;247.87;;No;Institution;m6055;0
m6056;7.02;7.02;7.02;;No;Institution;m6056;0
m6057;1.41;20.34;10.88;13.39;No;Institution;m6057;0
m6058;14.46;23.69;17.47;2.95;No;Institution;m6058;0
m6059;13.41;14.46;13.94;0.74;No;Institution;m6059;0
m606;14.07;14.07;14.07;;No;Institution;m606;0
m6060;21.72;29.34;24.59;4.15;No;Institution;m6060;0
m6061;1.71;39.2;15.57;17.63;No;Institution;m6061;0
m6062;12.95;180.03;97.5;79.69;No;Institution;m6062;0
m6063;356.5;356.5;356.5;;No;Institution;m6063;0
m6064;57.6;113.27;85.44;39.36;No;Institution;m6064;0
m6065;11.31;11.31;11.31;;No;Institution;m6065;0
m6066;20.66;40.66;31.13;8.18;No;Institution;m6066;0
m6067;193.49;193.49;193.49;;No;Institution;m6067;0
m6068;90.05;90.05;90.05;;No;Institution;m6068;0
m6069;9.11;224.61;124.47;46.86;No;Institution;m6069;0
m607;30.75;33.31;31.79;1.34;No;Institution;m607;0
m6070;12.01;15.93;13.97;2.77;No;Institution;m6070;0
m6071;8.89;13.0;11.17;1.62;No;Institution;m6071;0
m6072;3.67;14.08;9.24;2.21;No;Institution;m6072;0
m6073;5.01;157.62;71.01;42.44;No;Institution;m6073;0
m6074;10.29;104.78;64.1;30.38;No;Institution;m6074;0
m6075;169.52;236.85;193.17;24.49;No;Institution;m6075;0
m6076;8.75;453.77;148.51;65.54;No;Institution;m6076;0
m6077;23.94;23.94;23.94;;No;Institution;m6077;0
m6078;1.45;412.36;59.0;95.8;No;Institution;m6078;0
m6079;181.74;286.42;233.58;49.81;No;Institution;m6079;0
m608;11.48;53.53;45.3;12.16;No;Institution;m608;0
m6080;16.25;18.44;17.34;1.55;No;Institution;m6080;0
m6081;62.28;62.28;62.28;;No;Institution;m6081;0
m6082;10.52;57.9;37.35;12.96;No;Institution;m6082;0
m6083;105.61;105.61;105.61;;No;Institution;m6083;0
m6084;228.45;228.45;228.45;;No;Institution;m6084;0
m6085;42.4;42.4;42.4;;No;Institution;m6085;0
m6086;281.53;281.53;281.53;;No;Institution;m6086;0
m6087;265.91;265.91;265.91;;No;Institution;m6087;0
m6088;110.67;222.19;166.43;78.86;No;Institution;m6088;0
m6089;45.79;45.79;45.79;;No;Institution;m6089;0
m609;-100.0;100.0;16.61;65.98;No;Institution;m609;0
m6090;4.28;109.27;52.74;46.5;No;Institution;m6090;0
m6091;9.0;17.2;12.97;2.78;No;Institution;m6091;0
m6092;34.33;43.07;38.7;6.18;No;Institution;m6092;0
m6093;16.84;33.31;25.08;11.65;No;Institution;m6093;0
m6094;-100.0;116.68;13.78;58.21;No;Institution;m6094;0
m6095;2.65;2.65;2.65;;No;Institution;m6095;0
m6096;9.37;41.57;31.45;10.96;No;Institution;m6096;0
m6097;8.79;9.81;9.3;0.72;No;Institution;m6097;0
m6098;10.23;13.84;12.04;2.55;No;Institution;m6098;0
m6099;40.45;40.45;40.45;;No;Institution;m6099;0
m61;19.14;37.51;27.57;7.56;No;Institution;m61;0
m610;83.02;241.78;138.44;45.07;No;Institution;m610;0
m6100;13.14;13.14;13.14;;No;Institution;m6100;0
m6101;32.89;72.19;58.12;12.78;No;Institution;m6101;0
m6102;55.61;321.33;117.25;114.48;No;Institution;m6102;0
m6103;11.69;81.87;46.78;49.62;No;Institution;m6103;0
m6104;12.45;128.42;65.91;50.2;No;Institution;m6104;0
m6105;25.01;25.01;25.01;;No;Institution;m6105;0
m6106;16.9;129.53;67.82;47.59;No;Institution;m6106;0
m6107;31.7;57.46;38.87;10.51;No;Institution;m6107;0
m6108;4.13;8.92;6.52;3.39;No;Institution;m6108;0
m6109;21.04;35.73;28.32;4.85;No;Institution;m6109;0
m611;2.99;69.17;24.39;23.75;No;Institution;m611;0
m6110;18.5;21.97;20.24;2.45;No;Institution;m6110;0
m6111;12.88;12.88;12.88;;No;Institution;m6111;0
m6112;8.97;26.95;18.88;5.98;No;Institution;m6112;0
m6113;93.88;93.88;93.88;;No;Institution;m6113;0
m6114;4.26;11.11;7.26;2.29;No;Institution;m6114;0
m6115;3.76;63.04;38.86;16.79;No;Institution;m6115;0
m6116;18.76;18.76;18.76;;No;Institution;m6116;0
m6117;52.45;78.24;64.44;8.43;No;Institution;m6117;0
m6118;124.39;169.84;153.32;17.06;No;Institution;m6118;0
m6119;21.89;31.99;25.4;5.71;No;Institution;m6119;0
m612;-453.0;453.0;18.47;454.13;No;Institution;m612;0
m6120;31.35;38.39;35.26;3.58;No;Institution;m6120;0
m6121;44.71;69.72;55.29;8.23;No;Institution;m6121;0
m6122;48.92;48.92;48.92;;No;Institution;m6122;0
m6123;249.67;249.67;249.67;;No;Institution;m6123;0
m6124;17.27;17.27;17.27;;No;Institution;m6124;0
m6125;204.2;204.2;204.2;;No;Institution;m6125;0
m6126;106.42;143.91;121.41;14.61;No;Institution;m6126;0
m6127;43.17;43.17;43.17;;No;Institution;m6127;0
m6128;91.54;91.54;91.54;;No;Institution;m6128;0
m6129;63.71;108.46;89.17;14.38;No;Institution;m6129;0
m613;10.04;30.21;20.12;14.26;No;Institution;m613;0
m6130;183.43;243.83;222.87;34.18;No;Institution;m6130;0
m6131;5.44;115.41;37.25;50.51;No;Institution;m6131;0
m6132;3.79;3.79;3.79;;No;Institution;m6132;0
m6133;26.58;61.43;49.04;15.38;No;Institution;m6133;0
m6134;7.01;30.13;14.6;7.38;No;Institution;m6134;0
m6135;23.09;23.09;23.09;;No;Institution;m6135;0
m6136;21.86;21.86;21.86;;No;Institution;m6136;0
m6137;10.77;10.77;10.77;;No;Institution;m6137;0
m6138;12.34;190.64;147.58;62.06;No;Institution;m6138;0
m6139;41.09;44.29;42.69;2.26;No;Institution;m6139;0
m614;154.96;204.91;178.07;19.14;No;Institution;m614;0
m6140;36.5;36.5;36.5;;No;Institution;m6140;0
m6141;25.54;45.02;35.74;4.72;No;Institution;m6141;0
m6142;34.13;175.64;103.71;65.25;No;Institution;m6142;0
m6143;35.93;86.38;66.71;23.59;No;Institution;m6143;0
m6144;23.92;192.99;98.39;74.39;No;Institution;m6144;0
m6145;162.8;162.8;162.8;;No;Institution;m6145;0
m6146;14.91;52.89;33.9;26.86;No;Institution;m6146;0
m6147;3.17;3.17;3.17;;No;Institution;m6147;0
m6148;6.77;14.0;10.14;3.51;No;Institution;m6148;0
m6149;-333.0;333.0;61.16;349.45;No;Institution;m6149;0
m615;52.9;52.9;52.9;;No;Institution;m615;0
m6150;83.46;83.46;83.46;;No;Institution;m6150;0
m6151;2.15;135.73;36.14;44.08;No;Institution;m6151;0
m6152;25.74;25.74;25.74;;No;Institution;m6152;0
m6153;55.54;146.97;108.16;26.97;No;Institution;m6153;0
m6154;25.49;25.49;25.49;;No;Institution;m6154;0
m6155;33.65;37.88;35.66;2.12;No;Institution;m6155;0
m6156;27.56;93.16;52.96;22.43;No;Institution;m6156;0
m6157;12.45;14.0;13.26;0.78;No;Institution;m6157;0
m6158;11.11;106.27;67.15;19.61;No;Institution;m6158;0
m6159;-485.0;491.0;74.86;270.92;No;Institution;m6159;0
m616;1.44;45.3;13.95;8.16;No;Institution;m616;0
m6160;1.66;84.39;10.91;20.23;No;Institution;m6160;0
m6161;25.65;25.65;25.65;;No;Institution;m6161;0
m6162;156.79;236.2;201.83;40.77;No;Institution;m6162;0
m6163;7.26;21.05;16.95;5.6;No;Institution;m6163;0
m6164;7.24;158.7;56.02;57.38;No;Institution;m6164;0
m6165;17.0;24.91;21.24;3.99;No;Institution;m6165;0
m6166;36.39;36.39;36.39;;No;Institution;m6166;0
m6167;11.19;36.92;29.14;7.2;No;Institution;m6167;0
m6168;17.91;22.09;19.52;1.81;No;Institution;m6168;0
m6169;197.89;197.89;197.89;;No;Institution;m6169;0
m617;34.1;34.1;34.1;;No;Institution;m617;0
m6170;109.91;109.91;109.91;;No;Institution;m6170;0
m6171;62.36;113.28;81.45;27.75;No;Institution;m6171;0
m6172;150.19;150.19;150.19;;No;Institution;m6172;0
m6173;64.45;146.5;104.32;24.0;No;Institution;m6173;0
m6174;14.35;19.47;16.91;3.62;No;Institution;m6174;0
m6175;8.19;36.5;25.65;9.05;No;Institution;m6175;0
m6176;192.15;192.15;192.15;;No;Institution;m6176;0
m6177;29.15;55.34;42.24;18.52;No;Institution;m6177;0
m6178;13.7;76.64;40.1;31.39;No;Institution;m6178;0
m6179;66.29;66.29;66.29;;No;Institution;m6179;0
m618;4.06;4.06;4.06;;No;Institution;m618;0
m6180;34.45;34.45;34.45;;No;Institution;m6180;0
m6181;5.65;37.46;21.56;22.49;No;Institution;m6181;0
m6182;18.27;36.28;26.17;7.48;No;Institution;m6182;0
m6183;3.12;55.02;23.47;16.87;No;Institution;m6183;0
m6184;6.23;1834.76;673.58;376.58;No;Institution;m6184;0
m6185;10.22;48.09;29.16;26.78;No;Institution;m6185;0
m6186;14.68;32.01;24.13;3.81;No;Institution;m6186;0
m6187;0.66;30.55;20.36;11.26;No;Institution;m6187;0
m6188;1.96;2.82;2.49;0.39;No;Institution;m6188;0
m6189;8.18;8.18;8.18;;No;Institution;m6189;0
m619;2.85;58.5;14.22;15.63;No;Institution;m619;0
m6190;139.7;197.16;168.43;40.63;No;Institution;m6190;0
m6191;9.28;35.39;19.22;11.3;No;Institution;m6191;0
m6192;45.63;56.23;50.93;7.5;No;Institution;m6192;0
m6193;26.88;26.88;26.88;;No;Institution;m6193;0
m6194;171.65;329.97;230.72;59.82;No;Institution;m6194;0
m6195;11.48;264.79;103.91;63.09;No;Institution;m6195;0
m6196;157.57;157.57;157.57;;No;Institution;m6196;0
m6197;13.12;13.12;13.12;;No;Institution;m6197;0
m6198;758.86;758.86;758.86;;No;Institution;m6198;0
m6199;8.04;81.57;49.4;28.58;No;Institution;m6199;0
m62;123.7;198.63;156.61;22.47;No;Institution;m62;0
m620;11.43;11.43;11.43;;No;Institution;m620;0
m6200;7.37;17.13;13.29;3.33;No;Institution;m6200;0
m6201;102.12;102.12;102.12;;No;Institution;m6201;0
m6202;2.31;16.66;6.68;2.7;No;Institution;m6202;0
m6203;6.11;122.53;43.06;26.7;No;Institution;m6203;0
m6204;112.0;112.0;112.0;;No;Institution;m6204;0
m6205;28.88;28.88;28.88;;No;Institution;m6205;0
m6206;8.84;16.74;13.18;2.27;No;Institution;m6206;0
m6207;5.09;5.09;5.09;;No;Institution;m6207;0
m6208;17.34;27.22;23.38;3.79;No;Institution;m6208;0
m6209;161.63;161.63;161.63;;No;Institution;m6209;0
m621;77.29;77.29;77.29;;No;Institution;m621;0
m6210;67.43;67.43;67.43;;No;Institution;m6210;0
m6211;75.93;120.6;102.86;23.71;No;Institution;m6211;0
m6212;13.22;13.22;13.22;;No;Institution;m6212;0
m6213;-317.0;521.32;173.77;437.13;No;Institution;m6213;0
m6214;64.02;151.69;107.85;61.99;No;Institution;m6214;0
m6215;62.89;127.47;103.2;20.09;No;Institution;m6215;0
m6216;115.87;158.43;134.44;18.2;No;Institution;m6216;0
m6217;30.61;45.65;35.89;8.46;No;Institution;m6217;0
m6218;336.11;513.18;424.64;125.21;No;Institution;m6218;0
m6219;5.95;22.62;13.24;5.75;No;Institution;m6219;0
m622;22.36;165.35;81.02;44.35;No;Institution;m622;0
m6220;49.86;96.04;75.55;12.71;No;Institution;m6220;0
m6221;17.2;77.37;47.28;42.55;No;Institution;m6221;0
m6222;18.84;18.84;18.84;;No;Institution;m6222;0
m6223;86.98;96.31;91.65;6.6;No;Institution;m6223;0
m6224;35.81;44.43;39.56;4.42;No;Institution;m6224;0
m6225;123.48;123.48;123.48;;No;Institution;m6225;0
m6226;19.67;20.19;19.93;0.37;No;Institution;m6226;0
m6227;2.59;137.1;23.04;30.69;No;Institution;m6227;0
m6228;124.87;180.75;149.78;19.16;No;Institution;m6228;0
m6229;2.18;151.48;22.63;26.01;No;Institution;m6229;0
m623;19.11;54.51;34.69;16.25;No;Institution;m623;0
m6230;10.86;15.54;12.93;1.53;No;Institution;m6230;0
m6231;48.14;67.15;57.64;13.44;No;Institution;m6231;0
m6232;1.91;45.63;17.31;21.38;No;Institution;m6232;0
m6233;37.95;37.95;37.95;;No;Institution;m6233;0
m6234;43.31;196.54;105.42;40.02;No;Institution;m6234;0
m6235;6.76;71.21;18.99;17.11;No;Institution;m6235;0
m6236;88.97;88.97;88.97;;No;Institution;m6236;0
m6237;12.68;27.23;21.8;7.95;No;Institution;m6237;0
m6238;152.66;199.0;176.0;23.17;No;Institution;m6238;0
m6239;35.63;53.05;47.16;6.26;No;Institution;m6239;0
m624;63.93;63.93;63.93;;No;Institution;m624;0
m6240;21.58;47.8;40.51;10.18;No;Institution;m6240;0
m6241;14.38;28.2;19.3;7.72;No;Institution;m6241;0
m6242;319.26;541.67;427.02;69.56;No;Institution;m6242;0
m6243;28.36;31.49;29.92;2.21;No;Institution;m6243;0
m6244;27.33;82.71;66.0;13.29;No;Institution;m6244;0
m6245;1.99;1.99;1.99;;No;Institution;m6245;0
m6246;4.72;9.92;7.06;2.2;No;Institution;m6246;0
m6247;6.67;9.16;7.55;1.39;No;Institution;m6247;0
m6248;4.75;12.99;9.66;2.16;No;Institution;m6248;0
m6249;122.97;122.97;122.97;;No;Institution;m6249;0
m625;0.73;71.55;43.46;19.26;No;Institution;m625;0
m6250;26.81;45.54;35.23;7.83;No;Institution;m6250;0
m6251;22.34;94.59;60.66;15.0;No;Institution;m6251;0
m6252;141.94;214.79;179.81;26.62;No;Institution;m6252;0
m6253;338.26;338.26;338.26;;No;Institution;m6253;0
m6254;274.43;274.43;274.43;;No;Institution;m6254;0
m6255;23.31;37.55;29.8;6.94;No;Institution;m6255;0
m6256;4.16;32.44;18.3;20.0;No;Institution;m6256;0
m6257;1.64;22.95;11.73;11.31;No;Institution;m6257;0
m6258;11.15;82.17;57.71;12.17;No;Institution;m6258;0
m6259;10.59;13.15;11.87;1.81;No;Institution;m6259;0
m626;2.76;69.97;18.58;18.85;No;Institution;m626;0
m6260;11.45;11.45;11.45;;No;Institution;m6260;0
m6261;15.88;173.22;77.59;51.43;No;Institution;m6261;0
m6262;2.01;53.15;15.48;18.21;No;Institution;m6262;0
m6263;2.53;6.85;5.4;2.0;No;Institution;m6263;0
m6264;12.0;134.42;61.73;42.79;No;Institution;m6264;0
m6265;106.33;138.67;120.32;11.43;No;Institution;m6265;0
m6266;5.63;150.29;54.28;40.72;No;Institution;m6266;0
m6267;9.56;69.32;40.63;29.95;No;Institution;m6267;0
m6268;179.91;179.91;179.91;;No;Institution;m6268;0
m6269;69.87;74.78;72.32;3.47;No;Institution;m6269;0
m627;1.23;43.33;7.27;10.43;No;Institution;m627;0
m6270;0.31;150.47;63.94;56.98;No;Institution;m6270;0
m6271;106.23;182.02;144.12;53.59;No;Institution;m6271;0
m6272;1.1;138.18;9.79;21.89;No;Institution;m6272;0
m6273;0.48;72.3;45.28;27.14;No;Institution;m6273;0
m6274;10.82;47.77;23.19;13.02;No;Institution;m6274;0
m6275;78.31;78.31;78.31;;No;Institution;m6275;0
m6276;10.79;36.53;23.66;18.2;No;Institution;m6276;0
m6277;15.95;33.05;24.1;5.54;No;Institution;m6277;0
m6278;105.35;105.35;105.35;;No;Institution;m6278;0
m6279;740.23;1086.31;856.17;199.31;No;Institution;m6279;0
m628;9.03;9.03;9.03;;No;Institution;m628;0
m6280;93.83;93.83;93.83;;No;Institution;m6280;0
m6281;3.11;114.42;75.23;22.3;No;Institution;m6281;0
m6282;17.64;17.64;17.64;;No;Institution;m6282;0
m6283;629.03;894.98;732.63;142.38;No;Institution;m6283;0
m6284;80.98;80.98;80.98;;No;Institution;m6284;0
m6285;24.37;34.65;29.67;5.15;No;Institution;m6285;0
m6286;39.6;51.65;44.65;5.24;No;Institution;m6286;0
m6287;61.65;61.65;61.65;;No;Institution;m6287;0
m6288;5.92;210.29;50.6;30.61;No;Institution;m6288;0
m6289;135.53;135.53;135.53;;No;Institution;m6289;0
m629;89.49;89.49;89.49;;No;Institution;m629;0
m6290;51.53;148.59;109.12;29.3;No;Institution;m6290;0
m6291;19.02;21.49;20.26;1.75;No;Institution;m6291;0
m6292;3.42;67.55;50.41;16.46;No;Institution;m6292;0
m6293;20.45;138.12;91.69;44.95;No;Institution;m6293;0
m6294;130.05;130.05;130.05;;No;Institution;m6294;0
m6295;54.01;54.01;54.01;;No;Institution;m6295;0
m6296;136.68;229.62;183.77;27.47;No;Institution;m6296;0
m6297;158.53;158.53;158.53;;No;Institution;m6297;0
m6298;303.49;303.49;303.49;;No;Institution;m6298;0
m6299;4.42;28.17;13.63;9.01;No;Institution;m6299;0
m63;33.32;33.32;33.32;;No;Institution;m63;0
m630;346.21;531.48;438.84;131.01;No;Institution;m630;0
m6300;12.88;128.05;70.46;81.44;No;Institution;m6300;0
m6301;7.08;77.37;36.95;26.98;No;Institution;m6301;0
m6302;87.46;87.46;87.46;;No;Institution;m6302;0
m6303;147.75;147.75;147.75;;No;Institution;m6303;0
m6304;14.09;32.83;24.08;5.69;No;Institution;m6304;0
m6305;12.14;68.18;40.16;39.63;No;Institution;m6305;0
m6306;121.54;197.91;156.13;38.69;No;Institution;m6306;0
m6307;23.88;39.58;31.57;5.6;No;Institution;m6307;0
m6308;780.37;780.37;780.37;;No;Institution;m6308;0
m6309;1.07;3.65;2.69;1.41;No;Institution;m6309;0
m631;6.57;24.08;15.65;3.43;No;Institution;m631;0
m6310;94.79;94.79;94.79;;No;Institution;m6310;0
m6311;33.6;33.6;33.6;;No;Institution;m6311;0
m6312;3.4;7.46;5.43;2.87;No;Institution;m6312;0
m6313;7.48;7.48;7.48;;No;Institution;m6313;0
m6314;10.32;13.16;11.74;2.01;No;Institution;m6314;0
m6315;7.59;62.18;39.28;19.23;No;Institution;m6315;0
m6316;108.4;305.32;201.88;83.14;No;Institution;m6316;0
m6317;19.4;130.9;76.33;31.59;No;Institution;m6317;0
m6318;445.25;590.68;491.25;68.29;No;Institution;m6318;0
m6319;4.5;351.67;78.18;51.99;No;Institution;m6319;0
m632;47.72;61.38;54.13;5.85;No;Institution;m632;0
m6320;33.27;51.28;41.83;7.96;No;Institution;m6320;0
m6321;110.16;110.16;110.16;;No;Institution;m6321;0
m6322;207.03;331.64;258.18;44.41;No;Institution;m6322;0
m6323;21.19;184.49;123.5;47.43;No;Institution;m6323;0
m6324;23.53;29.31;26.42;4.09;No;Institution;m6324;0
m6325;263.17;263.17;263.17;;No;Institution;m6325;0
m6326;3.81;236.98;76.11;78.44;No;Institution;m6326;0
m6327;48.65;48.65;48.65;;No;Institution;m6327;0
m6328;119.88;186.37;160.53;28.56;No;Institution;m6328;0
m6329;6.35;220.59;117.55;72.67;No;Institution;m6329;0
m633;21.51;22.94;22.22;1.01;No;Institution;m633;0
m6330;3.89;3.89;3.89;;No;Institution;m6330;0
m6331;17.77;33.37;25.57;11.03;No;Institution;m6331;0
m6332;88.75;123.38;106.06;24.49;No;Institution;m6332;0
m6333;136.32;136.32;136.32;;No;Institution;m6333;0
m6334;9.81;50.98;36.46;14.41;No;Institution;m6334;0
m6335;7.45;10.62;8.79;1.64;No;Institution;m6335;0
m6336;32.51;50.62;38.89;8.37;No;Institution;m6336;0
m6337;2.35;2.35;2.35;;No;Institution;m6337;0
m6338;52.77;89.77;75.6;11.16;No;Institution;m6338;0
m6339;6.52;6.52;6.52;;No;Institution;m6339;0
m634;15.13;18.72;16.39;2.02;No;Institution;m634;0
m6340;178.88;305.17;233.36;40.48;No;Institution;m6340;0
m6341;2.96;2.96;2.96;;No;Institution;m6341;0
m6342;45.52;45.52;45.52;;No;Institution;m6342;0
m6343;1.3;90.49;19.85;24.57;No;Institution;m6343;0
m6344;36.39;61.79;52.1;8.45;No;Institution;m6344;0
m6345;5.88;8.79;7.33;2.06;No;Institution;m6345;0
m6346;4.64;13.57;7.64;3.5;No;Institution;m6346;0
m6347;1.74;16.64;10.5;4.81;No;Institution;m6347;0
m6348;25.99;64.2;49.75;20.74;No;Institution;m6348;0
m6349;8.94;11.96;10.45;2.14;No;Institution;m6349;0
m635;52.62;73.98;59.36;10.0;No;Institution;m635;0
m6350;39.68;39.68;39.68;;No;Institution;m6350;0
m6351;11.32;159.43;99.71;34.69;No;Institution;m6351;0
m6352;59.62;59.62;59.62;;No;Institution;m6352;0
m6353;12.65;17.13;14.89;3.17;No;Institution;m6353;0
m6354;25.61;107.13;66.37;57.64;No;Institution;m6354;0
m6355;10.31;105.18;72.74;21.21;No;Institution;m6355;0
m6356;17.48;45.05;32.85;14.05;No;Institution;m6356;0
m6357;34.06;47.77;42.11;4.86;No;Institution;m6357;0
m6358;0.43;38.39;8.09;16.94;No;Institution;m6358;0
m6359;37.16;311.98;126.59;73.09;No;Institution;m6359;0
m636;8.91;126.92;39.04;43.83;No;Institution;m636;0
m6360;27.94;41.26;37.11;6.2;No;Institution;m6360;0
m6361;62.71;78.47;70.65;7.88;No;Institution;m6361;0
m6362;22.34;202.95;79.03;69.2;No;Institution;m6362;0
m6363;71.84;71.84;71.84;;No;Institution;m6363;0
m6364;17.36;17.36;17.36;;No;Institution;m6364;0
m6365;0.48;0.48;0.48;;No;Institution;m6365;0
m6366;4.0;121.27;42.06;35.25;No;Institution;m6366;0
m6367;1.15;21.95;11.55;14.71;No;Institution;m6367;0
m6368;31.26;184.08;116.73;57.41;No;Institution;m6368;0
m6369;-357.0;357.0;57.37;370.57;No;Institution;m6369;0
m637;10.09;10.09;10.09;;No;Institution;m637;0
m6370;1.66;156.95;31.9;31.24;Yes;Institution;m6370;1
m6371;204.68;204.68;204.68;;No;Institution;m6371;0
m6372;-356.0;356.0;71.5;376.93;No;Institution;m6372;0
m6373;8.46;8.46;8.46;;No;Institution;m6373;0
m6374;30.37;140.98;77.42;40.58;No;Institution;m6374;0
m6375;58.21;58.21;58.21;;No;Institution;m6375;0
m6376;0.51;220.87;24.52;51.14;No;Institution;m6376;0
m6377;5.47;5.47;5.47;;No;Institution;m6377;0
m6378;48.76;48.76;48.76;;No;Institution;m6378;0
m6379;4.91;14.68;8.59;4.47;No;Institution;m6379;0
m638;4.94;22.18;13.75;8.63;No;Institution;m638;0
m6380;0.77;46.18;6.72;13.47;No;Institution;m6380;0
m6381;7.69;7.69;7.69;;No;Institution;m6381;0
m6382;12.88;59.52;36.2;8.77;No;Institution;m6382;0
m6383;8.17;23.25;19.22;5.38;No;Institution;m6383;0
m6384;93.2;93.2;93.2;;No;Institution;m6384;0
m6385;23.49;32.4;27.94;6.3;No;Institution;m6385;0
m6386;4.32;25.7;8.2;8.58;No;Institution;m6386;0
m6387;77.5;112.34;94.37;14.58;No;Institution;m6387;0
m6388;70.41;185.39;127.9;81.3;No;Institution;m6388;0
m6389;2.24;271.81;83.33;46.96;No;Institution;m6389;0
m639;46.11;97.1;66.9;19.27;No;Institution;m639;0
m6390;27.8;61.14;41.2;12.25;No;Institution;m6390;0
m6391;57.26;57.26;57.26;;No;Institution;m6391;0
m6392;5.69;31.76;18.73;18.43;No;Institution;m6392;0
m6393;23.47;145.49;97.53;36.67;No;Institution;m6393;0
m6394;11.07;11.07;11.07;;No;Institution;m6394;0
m6395;34.7;40.12;36.53;3.11;No;Institution;m6395;0
m6396;30.69;32.38;31.54;1.2;No;Institution;m6396;0
m6397;13.85;39.06;25.99;6.44;No;Institution;m6397;0
m6398;48.67;48.67;48.67;;No;Institution;m6398;0
m6399;0.61;174.24;25.86;28.14;No;Institution;m6399;0
m64;5.99;5.99;5.99;;No;Institution;m64;0
m640;1.84;1.84;1.84;;No;Institution;m640;0
m6400;24.19;24.19;24.19;;No;Institution;m6400;0
m6401;2.5;2.5;2.5;;No;Institution;m6401;0
m6402;4.49;62.39;34.84;15.5;No;Institution;m6402;0
m6403;38.21;61.46;49.17;11.68;No;Institution;m6403;0
m6404;15.53;24.0;19.31;3.35;No;Institution;m6404;0
m6405;135.23;195.81;157.76;22.21;No;Institution;m6405;0
m6406;98.27;218.95;155.65;26.75;No;Institution;m6406;0
m6407;7.96;18.38;12.31;3.59;No;Institution;m6407;0
m6408;-499.0;588.96;77.5;278.38;No;Institution;m6408;0
m6409;40.51;40.51;40.51;;No;Institution;m6409;0
m641;26.88;26.88;26.88;;No;Institution;m641;0
m6410;45.66;57.48;51.57;8.36;No;Institution;m6410;0
m6411;99.43;99.43;99.43;;No;Institution;m6411;0
m6412;114.28;121.91;118.1;5.4;No;Institution;m6412;0
m6413;36.52;47.15;40.91;5.55;No;Institution;m6413;0
m6414;22.24;75.11;47.86;15.0;No;Institution;m6414;0
m6415;2.11;116.0;19.32;29.83;No;Institution;m6415;0
m6416;20.82;20.82;20.82;;No;Institution;m6416;0
m6417;10.39;62.93;36.32;15.36;No;Institution;m6417;0
m6418;59.98;83.52;71.02;7.72;No;Institution;m6418;0
m6419;551.99;551.99;551.99;;No;Institution;m6419;0
m642;10.53;63.42;45.21;24.19;No;Institution;m642;0
m6420;76.59;76.59;76.59;;No;Institution;m6420;0
m6421;3.14;35.03;18.31;15.15;No;Institution;m6421;0
m6422;3.89;124.18;60.01;37.09;No;Institution;m6422;0
m6423;100.86;137.27;123.14;19.53;No;Institution;m6423;0
m6424;6.52;6.52;6.52;;No;Institution;m6424;0
m6425;85.23;198.25;140.56;33.04;No;Institution;m6425;0
m6426;5.38;110.98;37.83;37.05;No;Institution;m6426;0
m6427;7.63;7.63;7.63;;No;Institution;m6427;0
